Title,URL,Short_Intro,Category,Sub-Category,Course Type,Language,Subtitle Languages,Skills,Instructors,Rating,Number of viewers,Duration,Site,Program Type,Courses,Level,Number of Reviews,Unique Projects,Prequisites,What you learn,Related Programs,Monthly access,6-Month access,4-Month access,3-Month access,5-Month access,2-Month access,School,Topics related to CRM,ExpertTracks,FAQs,Course Title,Course URL,Course Short_Intro,Weekly study,Premium course,What's include,Rank,Created by,Program,Number of ratings,Price,COURSE CATEGORIES,combined_features
COVID-19: Psychological First Aid in Africa,https://www.futurelearn.com/courses/psychological-first-aid-covid-19-responders-african-countries,"3,918 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,COVID-19: Psychological First Aid in Africa,https://www.futurelearn.com/courses/psychological-first-aid-covid-19-responders-african-countries,"3,918 enrolled on this course",2 hours," U K Health Security Agency are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
Foundations in Dementia,https://www.futurelearn.com/courses/dementia-awareness-training,"Discover better ways to support people with dementia. Explore signs and symptoms, interventions, support networks and more.",,,,,,,,,,6 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,Foundations in Dementia,https://www.futurelearn.com/courses/dementia-awareness-training,"Discover better ways to support people with dementia. Explore signs and symptoms, interventions, support networks and more.",3 hours,,,,,,,,,
Supporting Victims of Domestic Violence,https://www.futurelearn.com/courses/domestic-violence,Learn to recognise the signs of domestic violence and support domestic violence survivors as a health or social care worker.,,,,,,,,,,3 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,Supporting Victims of Domestic Violence,https://www.futurelearn.com/courses/domestic-violence,Learn to recognise the signs of domestic violence and support domestic violence survivors as a health or social care worker.,3 hours,,,,,,,,,
The Many Faces of Dementia,https://www.futurelearn.com/courses/faces-of-dementia,"Gain a unique insight into dementia through the stories, symptoms and science behind four less common diagnoses.",,,,,,,,,,4 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,The Many Faces of Dementia,https://www.futurelearn.com/courses/faces-of-dementia,"Gain a unique insight into dementia through the stories, symptoms and science behind four less common diagnoses.",2 hours,,,,,,,,,
Medicine Administration for Carers,https://www.futurelearn.com/courses/medicine-administration-for-carers,Learn about the 6 'R's of medicine administration (including medicine administration routes) and understand related legislation. ,,,,,,,,,,3 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,Medicine Administration for Carers,https://www.futurelearn.com/courses/medicine-administration-for-carers,Learn about the 6 'R's of medicine administration (including medicine administration routes) and understand related legislation. ,3 hours,,,,,,,,,
Care Home Nursing: Changing Perceptions,https://www.futurelearn.com/courses/nursing-care-homes,Challenge your opinion of what it's like to be a care home nurse and understand their importance and varied responsibilities.,,,,,,,,,,4 weeks,Future Learn,,45 Courses,,,,,,,,,,,,,,Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / Anatomy / Anxiety & Depression / Cancer / Coronavirus / Dementia / Diagnostics / Fertility & Birth / Genetics / Medical Technology / Nursing / Nutrition / Pharmacy / ,1 ExpertTracks,,Care Home Nursing: Changing Perceptions,https://www.futurelearn.com/courses/nursing-care-homes,Challenge your opinion of what it's like to be a care home nurse and understand their importance and varied responsibilities.,2 hours,,,,,,,,,
Tackling Antimicrobial Resistance: A Social Science Approach,https://www.futurelearn.com/courses/social-science-for-tackling-antimicrobial-resistance,Develop as a health professional as you delve into social science research and learn how to fight antimicrobial resistance.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Tackling Antimicrobial Resistance: A Social Science Approach,https://www.futurelearn.com/courses/social-science-for-tackling-antimicrobial-resistance,Develop as a health professional as you delve into social science research and learn how to fight antimicrobial resistance.,2 hours,,,,,,,,,
A Practical Guide for SARS-CoV-2 Whole Genome Sequencing,https://www.futurelearn.com/courses/a-practical-guide-for-sars-cov-2-whole-genome-sequencing,"1,951 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,A Practical Guide for SARS-CoV-2 Whole Genome Sequencing,https://www.futurelearn.com/courses/a-practical-guide-for-sars-cov-2-whole-genome-sequencing,"1,951 enrolled on this course",5 hours," Wellcome Connecting Science are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
Causes of Human Disease: Transmitting and Fighting Infection,https://www.futurelearn.com/courses/human-disease-transmitting-and-fighting-infection,"Learn how pathogens cause infectious diseases, how these diseases are transmitted and how our immune systems respond to infection.",,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Causes of Human Disease: Transmitting and Fighting Infection,https://www.futurelearn.com/courses/human-disease-transmitting-and-fighting-infection,"Learn how pathogens cause infectious diseases, how these diseases are transmitted and how our immune systems respond to infection.",4 hours,,,,,,,,,
Lyme Disease: Prevention and Management,https://www.futurelearn.com/courses/lyme-disease-management-and-prevention,"Explore the prevalence of Lyme disease, how to recognise and treat it and how to manage it going forward.",,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Lyme Disease: Prevention and Management,https://www.futurelearn.com/courses/lyme-disease-management-and-prevention,"Explore the prevalence of Lyme disease, how to recognise and treat it and how to manage it going forward.",2 hours,,,,,,,,,
Making sense of genomic data: COVID-19 web-based bioinformatics,https://www.futurelearn.com/courses/making-sense-of-genomic-data-covid-19-web-based-bioinformatics,"2,613 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Making sense of genomic data: COVID-19 web-based bioinformatics,https://www.futurelearn.com/courses/making-sense-of-genomic-data-covid-19-web-based-bioinformatics,"2,613 enrolled on this course",5 hours," Wellcome Connecting Science are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
The Resistant Mosquito: Staying Ahead of the Game in the Fight against Malaria,https://www.futurelearn.com/courses/the-resistant-mosquito-staying-ahead-of-the-game-in-the-fight-against-malaria,Discover approaches and advances in our fight against the malaria mosquito using Insecticide Resistance Management (IRM).,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Resistant Mosquito: Staying Ahead of the Game in the Fight against Malaria,https://www.futurelearn.com/courses/the-resistant-mosquito-staying-ahead-of-the-game-in-the-fight-against-malaria,Discover approaches and advances in our fight against the malaria mosquito using Insecticide Resistance Management (IRM).,2 hours,,,,,,,,,
The Power of Genomics to Understand the COVID-19 Pandemic,https://www.futurelearn.com/courses/genomics-covid-19,"4,401 enrolled on this course",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Power of Genomics to Understand the COVID-19 Pandemic,https://www.futurelearn.com/courses/genomics-covid-19,"4,401 enrolled on this course",5 hours," Wellcome Connecting Science are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes Tests to validate your learning A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
Examining African Contributions to Global Health,https://www.futurelearn.com/courses/african-contributions-to-global-health,Discover the achievements and impact made by African experts in global healthcare.,,,,,,,,,,5 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Examining African Contributions to Global Health,https://www.futurelearn.com/courses/african-contributions-to-global-health,Discover the achievements and impact made by African experts in global healthcare.,2 hours,,,,,,,,,
"Plagues, Pestilence and Pandemics: Are You Ready?",https://www.futurelearn.com/courses/plague-pestilence-pandemic,Explore the current and emerging threat of global health pandemics and how we can respond to them effectively.,,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,"Plagues, Pestilence and Pandemics: Are You Ready?",https://www.futurelearn.com/courses/plague-pestilence-pandemic,Explore the current and emerging threat of global health pandemics and how we can respond to them effectively.,3 hours,,,,,,,,,
The Monday Campaigns: Lessons in Public Health Promotion,https://www.futurelearn.com/courses/monday-campaigns,"Explore new approaches to public health promotion and the science that underpins them, focusing on the The Monday Campaigns. ",,,,,,,,,,6 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Monday Campaigns: Lessons in Public Health Promotion,https://www.futurelearn.com/courses/monday-campaigns,"Explore new approaches to public health promotion and the science that underpins them, focusing on the The Monday Campaigns. ",2 hours,,,,,,,,,
Diagnostics for AMR: Building Back Better from the COVID-19 Pandemic,https://www.futurelearn.com/courses/investing-in-diagnostics-for-the-silent-amr-pandemic-what-has-covid-19-taught-us-,"Gain insight into the global response to the COVID-19 pandemic, and how innovations can be used to leverage AMR diagnostics.",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Diagnostics for AMR: Building Back Better from the COVID-19 Pandemic,https://www.futurelearn.com/courses/investing-in-diagnostics-for-the-silent-amr-pandemic-what-has-covid-19-taught-us-,"Gain insight into the global response to the COVID-19 pandemic, and how innovations can be used to leverage AMR diagnostics.",3 hours,,,,,,,,,
Managing COVID-19 in Primary Care,https://www.futurelearn.com/courses/managing-covid-19-in-primary-care,Get practical advice and support around how to respond to the novel coronavirus pandemic as a front-line healthcare professional.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Managing COVID-19 in Primary Care,https://www.futurelearn.com/courses/managing-covid-19-in-primary-care,Get practical advice and support around how to respond to the novel coronavirus pandemic as a front-line healthcare professional.,2 hours,,,,,,,,,
The Role of Diagnostics in the Antimicrobial Resistance Response,https://www.futurelearn.com/courses/role-of-diagnostics-in-the-amr-response,Understand how diagnostics can be used in both the prevention and treatment of antimicrobial resistance. ,,,,,,,,,,6 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Role of Diagnostics in the Antimicrobial Resistance Response,https://www.futurelearn.com/courses/role-of-diagnostics-in-the-amr-response,Understand how diagnostics can be used in both the prevention and treatment of antimicrobial resistance. ,4 hours,,,,,,,,,
Protección de la infancia durante la COVID-19 y otros brotes de enfermedades infecciosas,https://www.futurelearn.com/courses/proteccion-de-la-infancia-durante-covid-19,643 enrolled on this course,,,,,,,,,,6 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Protección de la infancia durante la COVID-19 y otros brotes de enfermedades infecciosas,https://www.futurelearn.com/courses/proteccion-de-la-infancia-durante-covid-19,643 enrolled on this course,3 hours," The Alliance for Child Protection in Humanitarian Action  are offering everyone who joins this course a free digital upgrade, so that you can experience the full benefits of studying online for free. This means that you get: Unlimited access to this course Includes any articles, videos, peer reviews and quizzes A P D F Certificate of Achievement to prove your success when you’re eligible",,,,,,,,
Challenges in Antibiotic Resistance: Point Prevalence Surveys,https://www.futurelearn.com/courses/point-prevalence-surveys,Learn how to use Point Prevalence Surveys (PPS) to measure antibiotic consumption and fight antimicrobial resistance.,,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Challenges in Antibiotic Resistance: Point Prevalence Surveys,https://www.futurelearn.com/courses/point-prevalence-surveys,Learn how to use Point Prevalence Surveys (PPS) to measure antibiotic consumption and fight antimicrobial resistance.,2 hours,,,,,,,,,
Challenges in Antibiotic Resistance: Gram Negative Bacteria,https://www.futurelearn.com/courses/gram-negative-bacteria,This course by BSAC is for healthcare professionals managing infections.  You will learn about Gram Negative Bacteria.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Challenges in Antibiotic Resistance: Gram Negative Bacteria,https://www.futurelearn.com/courses/gram-negative-bacteria,This course by BSAC is for healthcare professionals managing infections.  You will learn about Gram Negative Bacteria.,3 hours,,,,,,,,,
"Antimicrobial Stewardship for the Gulf, Middle East and North Africa",https://www.futurelearn.com/courses/antimicrobial-stewardship-for-the-middle-east,"Improve your knowledge of the spread of antimicrobial resistance in the Gulf, Middle East and North Africa and how to reduce it.",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,"Antimicrobial Stewardship for the Gulf, Middle East and North Africa",https://www.futurelearn.com/courses/antimicrobial-stewardship-for-the-middle-east,"Improve your knowledge of the spread of antimicrobial resistance in the Gulf, Middle East and North Africa and how to reduce it.",3 hours,,,,,,,,,
The Role of Vaccines in Preventing Infectious Diseases and Antimicrobial Resistance,https://www.futurelearn.com/courses/the-role-of-vaccines-in-preventing-infectious-diseases-and-amr,Learn how vaccines work and can be used for infectious disease control with this online course for healthcare professionals.,,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,The Role of Vaccines in Preventing Infectious Diseases and Antimicrobial Resistance,https://www.futurelearn.com/courses/the-role-of-vaccines-in-preventing-infectious-diseases-and-amr,Learn how vaccines work and can be used for infectious disease control with this online course for healthcare professionals.,2 hours,,,,,,,,,
Syndromic Testing and Antimicrobial Stewardship,https://www.futurelearn.com/courses/value-of-syndromic-testing-and-its-role-in-ams,Explore how syndromic testing can aid rapid disease diagnostics and what this means for antimicrobial stewardship (AMS) programs.,,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Syndromic Testing and Antimicrobial Stewardship,https://www.futurelearn.com/courses/value-of-syndromic-testing-and-its-role-in-ams,Explore how syndromic testing can aid rapid disease diagnostics and what this means for antimicrobial stewardship (AMS) programs.,3 hours,,,,,,,,,
COVID-19 in Africa: Managing the Outbreak in Primary Care Settings,https://www.futurelearn.com/courses/covid19-low-resource-primary-care,Learn how to better manage COVID-19 patients in African primary care settings where patient attendance is down due to COVID-19.,,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,COVID-19 in Africa: Managing the Outbreak in Primary Care Settings,https://www.futurelearn.com/courses/covid19-low-resource-primary-care,Learn how to better manage COVID-19 patients in African primary care settings where patient attendance is down due to COVID-19.,2 hours,,,,,,,,,
e-Bug Health Educator Training,https://www.futurelearn.com/courses/e-bug-health-educator-training,Improve your ability to teach children and young people how to prevent the spread of infection and to use antibiotics responsibly.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,e-Bug Health Educator Training,https://www.futurelearn.com/courses/e-bug-health-educator-training,Improve your ability to teach children and young people how to prevent the spread of infection and to use antibiotics responsibly.,2 hours,,,,,,,,,
Preventing and Managing Infections in Childcare and Pre-school,https://www.futurelearn.com/courses/preventing-and-managing-infections-in-childcare-and-pre-school-settings,"_x000D_
Understand how infectious diseases spread and how to protect children from infections.",,,,,,,,,,2 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Preventing and Managing Infections in Childcare and Pre-school,https://www.futurelearn.com/courses/preventing-and-managing-infections-in-childcare-and-pre-school-settings,"_x000D_
Understand how infectious diseases spread and how to protect children from infections.",2 hours,,,,,,,,,
Vaccine Development: Finding a Vaccine for COVID-19 and Future Pandemics,https://www.futurelearn.com/courses/vaccines-covid-19,"Learn how new vaccines for infectious diseases work, and how a vaccine for COVID-19 could be developed quickly and safely.",,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Vaccine Development: Finding a Vaccine for COVID-19 and Future Pandemics,https://www.futurelearn.com/courses/vaccines-covid-19,"Learn how new vaccines for infectious diseases work, and how a vaccine for COVID-19 could be developed quickly and safely.",2 hours,,,,,,,,,
Collecting and Using Data for Disease Control and Global Health Decision-Making,https://www.futurelearn.com/courses/collecting-and-using-data-for-disease-control,Address the application of surveillance systems in a wide variety of epidemiological situations and make data-informed decisions.,,,,,,,,,,3 weeks,Future Learn,,28 Courses,,,,,,,,,,,,,,Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / Anatomy / Antimicrobial & Antibiotic Resistance / Cancer / Care / Coronavirus / Diagnostics / Fertility & Birth / Genetics / Healthcare / Medical Technology / Nursing / Nutrition / Pharmacy / Veterinary Science / ,1 Degree,,Collecting and Using Data for Disease Control and Global Health Decision-Making,https://www.futurelearn.com/courses/collecting-and-using-data-for-disease-control,Address the application of surveillance systems in a wide variety of epidemiological situations and make data-informed decisions.,3 hours,,,,,,,,,
